in	o	IN	39	prep	38
(	o	-LRB-	40	punct	39
I	o	NN	41	pobj	39
)	o	-RRB-	42	punct	41
and	o	CC	43	cc	41
(	o	-LRB-	44	punct	45
J	o	NNP	45	conj	41
)	o	-RRB-	46	punct	45
.	o	.	47	punct	31

To	o	TO	0	aux	1
obtain	o	VB	1	advcl	16
a	o	DT	2	det	5
relatively	o	RB	3	advmod	4
stable	o	JJ	4	amod	5
substrate	o	NN	5	dobj	1
during	o	IN	6	prep	5
the	o	DT	7	det	8
measurements	o	NNS	8	pobj	6
,	o	,	9	punct	16
all	o	DT	10	det	12
iron	o	NN	11	compound	12
substrates	o	NNS	12	nsubjpass	16
were	o	VBD	13	auxpass	16
pre	o	VBN	14	subtok	15
-	o	VBN	15	subtok	16
conditioned	o	VBN	16	ROOT	16
in	o	IN	17	prep	16
a	o	DT	18	det	20
10	o	CD	19	nummod	20
wt.%	o	NN	20	pobj	17
NaOH	o	NN	21	compound	22
solution	o	NN	22	appos	20
overnight	o	RB	23	advmod	16
to	o	TO	24	aux	25
form	o	VB	25	advcl	16
a	o	DT	26	det	30
thin	o	JJ	27	amod	30
oxidized	o	VBN	28	amod	30
surface	o	NN	29	compound	30
layer	o	NN	30	dobj	25
,	o	,	31	punct	16
followed	o	VBN	32	advcl	16
by	o	IN	33	agent	32
rinsing	o	VBG	34	pcomp	33
with	o	IN	35	prep	34
99.5	o	CD	36	nummod	37
%	o	NN	37	nmod	39
pure	o	JJ	38	amod	39
ethanol	o	NN	39	pobj	35
and	o	CC	40	cc	34
drying	o	VBG	41	conj	34
with	o	IN	42	prep	41
a	o	DT	43	det	45
gentle	o	JJ	44	amod	45
stream	o	NN	45	pobj	42
of	o	IN	46	prep	45
nitrogen	o	NN	47	compound	48
gas	o	NN	48	pobj	46
prior	o	RB	49	advmod	41
to	o	TO	50	prep	49
use	o	VB	51	pobj	50
.	o	.	52	punct	16

The	o	DT	0	det	2
alkaline	o	JJ	1	amod	2
treatment	o	NN	2	ROOT	2
of	o	IN	3	prep	2
the	o	DT	4	det	7
iron	o	NN	5	compound	6
surface	o	NN	6	compound	7
results	o	NNS	7	pobj	3
in	o	IN	8	prep	7
formation	o	NN	9	pobj	8
of	o	IN	10	prep	9
hematite	o	NN	11	pobj	10
(	o	-LRB-	12	punct	11
α	o	LS	13	compound	15
-	o	:	14	punct	15
Fe2O3	o	NNP	15	appos	11
)	o	-RRB-	16	punct	7
,	o	,	17	punct	2
which	o	WDT	18	nsubjpass	21
will	o	MD	19	aux	21
be	o	VB	20	auxpass	21
shown	o	VBN	21	relcl	2
and	o	CC	22	cc	21
discussed	o	VBN	23	conj	21
in	o	IN	24	prep	23
relation	o	NN	25	pobj	24
to	o	IN	26	prep	25
Fig	o	NNP	27	pobj	26
.	o	.	28	punct	2
9	o	CD	29	nummod	28
.	o	.	30	punct	2

The	o	DT	0	det	2
hematite	o	NN	1	compound	2
surface	o	NN	2	nsubj	3
contains	o	VBZ	3	ROOT	3
different	o	JJ	4	amod	5
types	o	NNS	5	dobj	3
of	o	IN	6	prep	5
surface	o	NN	7	nmod	9
hydroxyl	o	NN	8	amod	9
groups	o	NNS	9	pobj	6
that	o	WDT	10	nsubj	11
differ	o	VBP	11	relcl	9
by	o	IN	12	prep	11
their	o	PRP$	13	poss	14
coordination	o	NN	14	pobj	12
to	o	IN	15	prep	14
the	o	DT	16	det	17
substrate	o	NN	17	pobj	15
[	o	-LRB-	18	punct	5
26	o	CD	19	appos	5
]	o	-RRB-	20	punct	5
.	o	.	21	punct	3

The	o	DT	0	det	2
hematite	o	JJ	1	compound	2
surface	o	NN	2	nsubj	3
is	o	VBZ	3	ROOT	3
amphoteric	o	JJ	4	acomp	3
due	o	IN	5	prep	3
to	o	IN	6	pcomp	5
the	o	DT	7	det	8
possibility	o	NN	8	pobj	6
of	o	IN	9	prep	8
protonization	o	NN	10	pobj	9
and	o	CC	11	cc	10
deprotonization	o	NN	12	conj	10
of	o	IN	13	prep	10
the	o	DT	14	det	17
surface	o	NN	15	nmod	17
hydroxyl	o	NN	16	amod	17
groups	o	NNS	17	pobj	13
.	o	.	18	punct	3

In	o	IN	0	prep	10
neutral	o	JJ	1	amod	2
solution	o	NN	2	pobj	0
,	o	,	3	punct	10
the	o	DT	4	det	7
ξ	o	CD	5	compound	7
-	o	HYPH	6	punct	7
potential	o	NN	7	nsubjpass	10
has	o	VBZ	8	aux	10
been	o	VBN	9	auxpass	10
found	o	VBN	10	ROOT	10
to	o	TO	11	aux	12
be	o	VB	12	xcomp	10
slightly	o	RB	13	advmod	14
positive	o	JJ	14	acomp	12
[	o	-LRB-	15	punct	16
27	o	CD	16	npadvmod	12
,	o	,	17	punct	18
28	o	CD	18	npadvmod	16
]	o	-RRB-	19	punct	16
.	o	.	20	punct	10

The	o	DT	0	det	3
water	o	NN	1	compound	2
contact	o	NN	2	compound	3
angle	o	NN	3	nsubj	8
on	o	IN	4	prep	3
our	o	PRP$	5	poss	7
hematite	QL	NN	6	compound	7
surface	QL	NN	7	pobj	4
is	o	VBZ	8	ROOT	8
69	o	CD	9	nummod	10
±	o	CD	10	attr	8
3	o	CD	11	nummod	12
°	o	NN	12	appos	10
,	o	,	13	punct	8
and	o	CC	14	cc	8
the	o	DT	15	det	19
open	o	JJ	16	amod	18
circuit	o	NN	17	npadvmod	18
potential	o	NN	18	amod	19
relative	QL	NN	19	nsubj	24
to	QL	IN	20	prep	19
Ag	QL	NNP	21	nmod	23
/	QL	SYM	22	punct	23
AgCl	QL	NNP	23	pobj	20
is	o	VBZ	24	conj	8
−0.72	o	NNP	25	prep	24
V	o	NN	26	attr	24
,	o	,	27	punct	26
which	o	WDT	28	nsubj	29
is	o	VBZ	29	relcl	26
similar	o	JJ	30	acomp	29
to	o	IN	31	prep	30
that	o	DT	32	pobj	31
of	o	IN	33	prep	32
iron	o	NN	34	pobj	33
due	o	IN	35	prep	29
to	o	IN	36	pcomp	35
the	o	DT	37	det	39
small	o	JJ	38	amod	39
thickness	o	NN	39	pobj	35
of	o	IN	40	prep	39
the	o	DT	41	det	43
oxide	o	NN	42	compound	43
layer	o	NN	43	pobj	40
.	o	.	44	punct	24

The	o	DT	0	det	1
results	o	NNS	1	nsubjpass	7
from	o	IN	2	prep	1
three	o	CD	3	nummod	5
different	o	JJ	4	amod	5
simulations	o	NNS	5	pobj	2
are	o	VBP	6	auxpass	7
presented	o	VBN	7	ROOT	7
here	o	RB	8	advmod	7
—	o	:	9	punct	7
one	o	CD	10	appos	1
with	o	IN	11	prep	10
a	o	DT	12	det	15
1.0	o	CD	13	nummod	14
kg	o	NN	14	compound	15
plate	o	NN	15	pobj	11
,	o	,	16	punct	15
a	o	DT	17	det	18
second	o	NN	18	appos	10
with	o	IN	19	prep	18
a	o	DT	20	det	23
6.35	o	CD	21	nummod	22
kg	o	NN	22	compound	23
plate	o	NN	23	pobj	19
(	o	-LRB-	24	punct	23
typical	o	JJ	25	acl	23
of	o	IN	26	prep	25
a	o	DT	27	det	30
clay	o	NN	28	compound	29
roofing	o	NN	29	compound	30
tile	o	NN	30	pobj	26
)	o	-RRB-	31	punct	23
,	o	,	32	punct	7
and	o	CC	33	cc	7
a	o	DT	34	det	35
third	o	NN	35	conj	7
with	o	IN	36	prep	35
a	o	DT	37	det	40
12	o	CD	38	nummod	39
kg	o	NN	39	compound	40
plate	o	NN	40	pobj	36
.	o	.	41	punct	7

The	o	DT	0	det	1
latter	o	NN	1	nsubj	2
is	o	VBZ	2	ROOT	2
rather	o	RB	3	advmod	4
heavy	o	JJ	4	acomp	2
for	o	IN	5	prep	4
a	o	DT	6	det	9
typical	o	JJ	7	amod	9
roof	o	NN	8	compound	9
tile	o	NN	9	pobj	5
,	o	,	10	punct	2
but	o	CC	11	cc	2
was	o	VBD	12	auxpass	13
used	o	VBN	13	conj	2
to	o	TO	14	aux	15
test	o	VB	15	xcomp	13
the	o	DT	16	det	17
range	o	NN	17	dobj	15
of	o	IN	18	prep	17
applicability	o	NN	19	pobj	18
of	o	IN	20	prep	19
the	o	DT	21	det	22
model	o	NN	22	pobj	20
.	o	.	23	punct	2

A	o	DT	0	det	3
uniform	o	JJ	1	amod	3
inflow	o	NN	2	compound	3
condition	o	NN	3	nsubjpass	5
is	o	VBZ	4	auxpass	5
used	o	VBN	5	ROOT	5
,	o	,	6	punct	5
with	o	IN	7	mark	23
the	o	DT	8	det	10
wind	o	NN	9	compound	10
speed	o	NN	10	nsubjpass	23
of	o	IN	11	prep	10
35	o	CD	12	nummod	13
m	o	NN	13	pobj	11
/	o	SYM	14	punct	13
s	o	NN	15	pobj	13
(	o	-LRB-	16	punct	20
126	o	CD	17	nummod	18
km	o	NNS	18	nmod	20
/	o	SYM	19	punct	20
h	o	NN	20	appos	13
)	o	-RRB-	21	punct	13
is	o	VBZ	22	auxpass	23
used	o	VBN	23	advcl	5
,	o	,	24	punct	5
which	o	WDT	25	nsubj	26
is	o	VBZ	26	relcl	3
within	o	IN	27	prep	26
the	o	DT	28	det	29
range	o	NN	29	pobj	27
of	o	IN	30	prep	29
full	o	JJ	31	amod	33
-	o	HYPH	32	punct	33
scale	o	NN	33	compound	35
failure	o	NN	34	compound	35
wind	o	NN	35	compound	36
speeds	o	NNS	36	pobj	30
typically	o	RB	37	advmod	38
discussed	o	VBN	38	acl	36
by	o	IN	39	agent	38
Visscher	o	NNP	40	pobj	39
and	o	CC	41	cc	40
Kopp	o	NNP	42	conj	40
(	o	-LRB-	43	punct	40
2007	o	CD	44	npadvmod	40
)	o	-RRB-	45	punct	40
.	o	.	46	punct	5

(	o	-LRB-	0	punct	3
B	o	NNP	1	nmod	3
)	o	-RRB-	2	punct	3
Fetal	o	JJ	3	compound	4
hRPE	o	NN	4	nsubj	5
stained	o	VBN	5	ROOT	5
for	o	IN	6	prep	5
SC121	o	NNS	7	nmod	9
(	o	-LRB-	8	punct	9
red	o	JJ	9	pobj	6
)	o	-RRB-	10	punct	9
and	o	CC	11	cc	5
MCT1	o	NNP	12	conj	5
(	o	-LRB-	13	punct	14
green	o	JJ	14	amod	17
;	o	:	15	punct	17
scale	o	NN	16	compound	17
bars	o	NNS	17	appos	12
,	o	,	18	punct	17
125	o	CD	19	nummod	20
μm	o	NN	20	npadvmod	25
and	o	CC	21	cc	20
25	o	CD	22	conj	20
μm	o	CD	23	pobj	22
[	o	-LRB-	24	punct	25
inset	o	NN	25	appos	12
]	o	-RRB-	26	punct	12
)	o	-RRB-	27	punct	5
.	o	.	28	punct	5

For	o	IN	0	prep	16
Na	o	NNP	1	pobj	0
,	o	,	2	punct	1
Al	o	NNP	3	conj	1
,	o	,	4	punct	3
K	o	NNP	5	conj	3
and	o	CC	6	cc	5
Fe	o	NNP	7	conj	5
,	o	,	8	punct	1
the	o	DT	9	det	12
lowest	o	JJS	10	amod	11
bed	o	NN	11	compound	12
inventory	o	NN	12	nsubj	16
of	o	IN	13	prep	12
4.5	o	CD	14	nummod	15
kg	o	NNS	15	pobj	13
resulted	o	VBN	16	ROOT	16
in	o	IN	17	prep	16
a	o	DT	18	det	19
concentration	QL	NN	19	pobj	17
in	QL	IN	20	prep	19
the	QL	DT	21	det	23
flue	QL	NN	22	compound	23
gas	QL	NN	23	pobj	20
which	o	WDT	24	nsubj	25
was	o	VBD	25	relcl	19
less	o	JJR	26	acomp	25
than	o	IN	27	prep	26
that	o	DT	28	pobj	27
of	o	IN	29	prep	28
the	o	DT	30	det	32
blank	o	JJ	31	amod	32
sample	o	NN	32	pobj	29
,	o	,	33	punct	19
values	o	NNS	34	npadvmod	16
which	o	WDT	35	nsubj	37
then	o	RB	36	advmod	37
increased	o	VBD	37	relcl	34
for	o	IN	38	prep	37
the	o	DT	39	det	42
higher	o	JJR	40	amod	42
bed	o	NN	41	compound	42
inventories	o	NNS	42	pobj	38
.	o	.	43	punct	16

This	o	DT	0	nsubj	1
suggests	o	VBZ	1	ROOT	1
that	o	IN	2	mark	11
a	o	DT	3	det	5
certain	o	JJ	4	amod	5
amount	o	NN	5	nsubjpass	11
of	o	IN	6	prep	5
these	o	DT	7	det	8
elements	o	NNS	8	pobj	6
is	o	VBZ	9	aux	11
being	o	VBG	10	auxpass	11
absorbed	o	VBN	11	ccomp	1
,	o	,	12	punct	11
perhaps	o	RB	13	advmod	14
by	o	IN	14	prep	11
the	o	DT	15	det	16
sorbent	o	NN	16	pobj	14
in	o	IN	17	prep	16
the	o	DT	18	det	19
case	o	NN	19	pobj	17
of	o	IN	20	prep	19
Fe	o	NNP	21	pobj	20
,	o	,	22	punct	14
or	o	CC	23	cc	14
by	o	IN	24	conj	14
the	o	DT	25	det	26
reactor	o	NN	26	pobj	24
itself	o	PRP	27	appos	26
.	o	.	28	punct	1

In	o	IN	0	prep	13
the	o	DT	1	det	2
case	o	NN	2	pobj	0
of	o	IN	3	prep	2
P	o	NN	4	pobj	3
,	o	,	5	punct	13
decreased	o	VBD	6	amod	7
values	o	NNS	7	nsubjpass	13
compared	o	VBN	8	prep	7
to	o	IN	9	prep	8
the	o	DT	10	det	11
blank	o	NN	11	pobj	9
were	o	VBD	12	auxpass	13
found	o	VBN	13	ROOT	13
for	o	IN	14	prep	13
bed	o	NN	15	compound	16
inventories	o	NNS	16	pobj	14
of	o	IN	17	prep	16
4.5	o	CD	18	nummod	19
kg	o	NNS	19	pobj	17
and	o	CC	20	cc	19
13	o	CD	21	nummod	22
kg	o	NNS	22	conj	19
,	o	,	23	punct	13
but	o	CC	24	cc	13
an	o	DT	25	det	27
increased	o	JJ	26	amod	27
value	o	NN	27	conj	13
for	o	IN	28	prep	27
6	o	CD	29	nummod	30
kg	o	NNS	30	compound	31
inventory	o	NN	31	pobj	28
.	o	.	32	punct	13

However	o	RB	0	advmod	4
,	o	,	1	punct	4
the	o	DT	2	det	3
values	o	NNS	3	nsubj	4
are	o	VBP	4	ROOT	4
very	o	RB	5	advmod	6
low	o	JJ	6	acomp	4
at	o	IN	7	prep	4
<	o	XX	8	nmod	10
0.01	o	CD	9	nummod	10
ppm	o	NN	10	pobj	7
and	o	CC	11	cc	4
this	o	DT	12	det	14
anomalous	o	JJ	13	amod	14
result	o	NN	14	nsubj	16
may	o	MD	15	aux	16
be	o	VB	16	conj	4
due	o	JJ	17	acomp	16
to	o	IN	18	prep	17
analytical	o	JJ	19	amod	20
errors	o	NNS	20	pobj	18
.	o	.	21	punct	16

Overall	o	RB	0	advmod	19
,	o	,	1	punct	19
although	o	IN	2	mark	8
concentrations	o	NNS	3	nsubj	8
in	o	IN	4	prep	3
the	o	DT	5	det	7
flue	o	NN	6	compound	7
gas	o	NN	7	pobj	4
are	o	VBP	8	advcl	19
small	o	JJ	9	acomp	8
at	o	IN	10	prep	8
<	o	XX	11	nmod	13
2	o	CD	12	nummod	13
ppm	o	NN	13	pobj	10
,	o	,	14	punct	19
increasing	o	VBG	15	amod	17
bed	o	NN	16	compound	17
inventory	o	NN	17	nsubj	19
does	o	VBZ	18	aux	19
appear	o	VB	19	ROOT	19
to	o	TO	20	aux	21
increase	o	VB	21	xcomp	19
the	o	DT	22	det	23
concentration	o	NN	23	dobj	21
of	o	IN	24	prep	23
the	o	DT	25	det	26
majority	o	NN	26	pobj	24
of	o	IN	27	prep	26
major	o	JJ	28	amod	29
elements	o	NNS	29	pobj	27
present	o	JJ	30	amod	29
in	o	IN	31	prep	30
the	o	DT	32	det	34
flue	o	NN	33	compound	34
gas	o	NN	34	pobj	31
.	o	.	35	punct	19

The	o	DT	0	det	2
averaged	o	VBN	1	amod	2
power	o	NN	2	nsubj	7
extracted	o	VBN	3	acl	2
during	o	IN	4	prep	3
one	o	CD	5	nummod	6
cycle	o	NN	6	pobj	4
increased	QL	VBN	7	ROOT	7
by	o	IN	8	prep	7
22	o	CD	9	nummod	10
%	o	NN	10	pobj	8
from	o	IN	11	prep	7
48.4	o	CD	12	nummod	13
MW	o	NNP	13	pobj	11
to	o	IN	14	prep	11
59.0	o	CD	15	nummod	16
MW	o	NNP	16	pobj	14
(	o	-LRB-	17	punct	18
Fig	o	NNP	18	subtok	19
.	o	.	19	punct	20
10e	o	NNP	20	subtok	21
)	o	-RRB-	21	punct	7
.	o	.	22	punct	7

Since	o	IN	0	mark	4
the	o	DT	1	det	3
computational	o	JJ	2	compound	3
domain	o	NN	3	nsubj	4
is	o	VBZ	4	advcl	19
symmetric	o	JJ	5	acomp	4
and	o	CC	6	cc	4
the	o	DT	7	det	9
simulation	o	NN	8	compound	9
time	o	NN	9	nsubj	10
covered	o	VBD	10	conj	4
one	o	CD	11	nummod	13
full	o	JJ	12	amod	13
period	o	NN	13	dobj	10
,	o	,	14	punct	19
the	o	DT	15	det	17
optimised	o	VBN	16	amod	17
layout	o	NN	17	nsubjpass	19
is	o	VBZ	18	auxpass	19
expected	o	VBN	19	ROOT	19
to	o	TO	20	aux	21
be	o	VB	21	xcomp	19
symmetric	o	JJ	22	acomp	21
in	o	IN	23	prep	21
the	o	DT	24	det	27
x	o	SYM	25	nummod	27
-	o	HYPH	26	punct	27
direction	o	NN	27	pobj	23
.	o	.	28	punct	19

The	o	DT	0	det	2
numerical	o	JJ	1	amod	2
solution	o	NN	2	nsubj	11
,	o	,	3	punct	2
shown	o	VBN	4	acl	2
in	o	IN	5	prep	4
Fig	o	NNP	6	subtok	7
.	o	.	7	subtok	8
10b	o	NNS	8	punct	9
,	o	,	9	punct	11
indeed	o	RB	10	advmod	11
shows	o	VBZ	11	ROOT	11
an	o	DT	12	det	15
almost	o	RB	13	advmod	14
symmetric	o	JJ	14	amod	15
result	o	NN	15	dobj	11
.	o	.	16	punct	11

The	o	DT	0	det	2
turbine	o	NN	1	compound	2
alignment	o	NN	2	nsubj	3
consists	o	VBZ	3	ROOT	3
of	o	IN	4	prep	3
two	o	CD	5	nummod	8
distorted	o	VBN	6	amod	8
∨	o	NN	7	compound	8
shapes	o	NNS	8	pobj	4
whose	o	WP$	9	poss	11
open	o	JJ	10	amod	11
ends	o	NNS	11	nsubj	12
face	o	VBP	12	relcl	8
the	o	DT	13	det	15
in/-outflow	o	CD	14	nummod	15
boundaries	o	NNS	15	dobj	12
.	o	.	16	punct	3

Similar	o	JJ	0	advcl	11
to	o	IN	1	prep	0
the	o	DT	2	det	4
previous	o	JJ	3	amod	4
example	o	NN	4	pobj	1
,	o	,	5	punct	11
an	o	DT	6	det	7
interpretation	o	NN	7	nsubj	11
of	o	IN	8	prep	7
this	o	DT	9	det	10
alignment	o	NN	10	pobj	8
is	o	VBZ	11	ROOT	11
to	o	TO	12	aux	13
divert	o	VB	13	xcomp	11
the	o	DT	14	det	15
stream	o	NN	15	dobj	13
towards	o	IN	16	prep	15
the	o	DT	17	det	18
corner	o	NN	18	pobj	16
of	o	IN	19	prep	18
the	o	DT	20	det	21
∨	o	NN	21	pobj	19
where	o	WRB	22	advmod	25
turbines	o	NNS	23	nsubj	25
can	o	MD	24	aux	25
extract	o	VB	25	relcl	21
large	o	JJ	26	amod	27
amounts	o	NNS	27	dobj	25
of	o	IN	28	prep	27
power	o	NN	29	pobj	28
.	o	.	30	punct	11

An	o	DT	0	det	2
additional	o	JJ	1	amod	2
row	o	NN	2	nsubjpass	7
of	o	IN	3	prep	2
turbines	o	NNS	4	pobj	3
can	o	MD	5	aux	7
be	o	VB	6	auxpass	7
seen	o	VBN	7	ROOT	7
parallel	o	JJ	8	oprd	7
to	o	IN	9	prep	8
the	o	DT	10	det	11
bottom	o	NN	11	pobj	9
of	o	IN	12	prep	11
the	o	DT	13	det	14
domain	o	NN	14	pobj	12
.	o	.	15	punct	7

These	o	DT	0	det	1
turbines	o	NNS	1	nsubjpass	3
are	o	VBP	2	auxpass	3
positioned	o	VBN	3	ROOT	3
to	o	TO	4	aux	5
capture	o	VB	5	xcomp	3
energy	o	NN	6	dobj	5
from	o	IN	7	prep	5
the	o	DT	8	det	9
flow	o	NN	9	pobj	7
passing	o	VBG	10	acl	9
along	o	IN	11	prep	10
the	o	DT	12	det	13
boundary	o	NN	13	pobj	11
.	o	.	14	punct	3

Notice	o	NN	0	nsubj	5
also	o	RB	1	advmod	0
that	o	DT	2	det	3
background	o	NN	3	ccomp	0
∣B∣	o	NNP	4	punct	0
is	o	VBZ	5	ROOT	5
similar	o	JJ	6	acomp	5
to	o	IN	7	prep	6
what	o	WP	8	nsubjpass	10
is	o	VBZ	9	auxpass	10
measured	o	VBN	10	pcomp	7
at	o	RB	11	prep	10
all	o	RB	12	det	13
flybys	o	JJ	13	pobj	11
except	o	IN	14	prep	10
R1	o	NNP	15	pobj	14
.	o	.	16	punct	5

During	o	IN	0	prep	5
the	o	DT	1	det	2
latter	o	JJ	2	pobj	0
,	o	,	3	punct	5
∣B∣	o	NNP	4	nsubj	5
was	o	VBD	5	ROOT	5
on	o	IN	6	prep	5
average	o	JJ	7	amod	8
3–4	o	NNS	8	pobj	6
nT	o	CD	9	advmod	10
stronger	o	JJR	10	acomp	5
compared	QL	VBN	11	prep	5
to	QL	IN	12	prep	11
all	QL	DT	13	det	15
other	QL	JJ	14	amod	15
flybys	QL	NNS	15	pobj	12
.	o	.	16	punct	5

A	o	DT	0	det	4
negative	o	JJ	1	amod	4
carbon	o	NN	2	compound	3
isotope	o	NN	3	compound	4
excursion	o	NN	4	nsubjpass	9
of	o	IN	5	prep	4
5‰	o	CD	6	pobj	5
has	o	VBZ	7	aux	9
been	o	VBN	8	auxpass	9
identified	o	VBN	9	ROOT	9
from	o	IN	10	prep	9
δ13CTOC	o	NNP	11	pobj	10
and	o	CC	12	cc	11
δ13CAOM	o	NNP	13	conj	11
in	o	IN	14	prep	9
an	o	DT	15	det	21
expanded	o	VBN	16	amod	21
Paleocene	o	NNP	17	nmod	19
–	o	:	18	punct	19
Eocene	o	NNP	19	compound	21
boundary	o	JJ	20	compound	21
section	o	NN	21	pobj	14
from	QL	IN	22	prep	21
the	QL	DT	23	det	27
central	QL	JJ	24	amod	27
North	QL	NNP	25	compound	26
Sea	QL	NNP	26	compound	27
Basin	QL	NNP	27	pobj	22
.	o	.	28	punct	9

Palynological	o	NNP	0	nmod	22
(	o	-LRB-	1	punct	0
dinoflagellate	o	NN	2	amod	3
cyst	o	NN	3	appos	0
,	o	,	4	punct	3
pollen	o	NN	5	conj	3
,	o	,	6	punct	5
and	o	CC	7	cc	5
spore	o	NN	8	compound	9
assemblages	o	NNS	9	conj	5
)	o	-RRB-	10	punct	3
and	o	CC	11	cc	0
sedimentologic	o	NN	12	conj	0
(	o	-LRB-	13	punct	17
C	o	NNP	14	nmod	16
/	o	SYM	15	punct	16
N	o	NN	16	compound	17
ratios	o	NNS	17	nmod	22
and	o	CC	18	cc	17
kaolinite	o	NN	19	compound	20
distribution	o	NN	20	conj	17
)	o	-RRB-	21	punct	17
evidence	o	NN	22	nsubj	23
indicate	o	VBP	23	ROOT	23
major	o	JJ	24	amod	25
changes	o	NNS	25	nsubj	26
occurred	o	VBD	26	ccomp	23
to	o	IN	27	prep	26
marine	o	JJ	28	amod	31
and	o	CC	29	cc	28
terrestrial	o	JJ	30	conj	28
environments	o	NNS	31	pobj	27
in	o	IN	32	prep	31
NW	o	NNP	33	compound	34
Europe	o	NNP	34	pobj	32
both	o	DT	35	preconj	36
preceding	o	VBG	36	advcl	26
and	o	CC	37	cc	36
over	o	IN	38	conj	36
the	o	DT	39	det	40
CIE	o	NNP	40	pobj	38
.	o	.	41	punct	23

Enhanced	o	JJ	0	amod	2
halocline	o	NN	1	compound	2
stratification	o	NN	2	ROOT	2
and	o	CC	3	cc	2
terrigenous	o	JJ	4	amod	5
input	o	NN	5	conj	2
from	o	IN	6	prep	5
4	o	CD	7	nummod	8
m	o	CD	8	pobj	6
before	QL	IN	9	mark	13
the	QL	DT	10	det	11
CIE	QL	NNP	11	nsubj	13
may	o	MD	12	aux	13
indicate	o	VB	13	advcl	2
tectonic	o	JJ	14	amod	15
uplift	o	NN	15	dobj	13
and	o	CC	16	cc	15
oceanic	o	JJ	17	amod	18
restriction	o	NN	18	conj	15
of	o	IN	19	prep	18
the	o	DT	20	det	22
North	o	NNP	21	compound	22
Sea	o	NNP	22	pobj	19
,	o	,	23	punct	2
supporting	o	VBG	24	acl	2
hypotheses	o	NNS	25	dobj	24
for	o	IN	26	prep	25
NAIP	o	NNP	27	compound	28
volcanism	o	NN	28	pobj	26
as	o	IN	29	prep	24
a	o	DT	30	det	31
trigger	o	NN	31	pobj	29
for	o	IN	32	prep	31
the	o	DT	33	det	34
CIE	o	NNP	34	pobj	32
(	o	-LRB-	35	punct	38
Svensen	o	NNP	36	compound	38
et	o	FW	37	nmod	38
al	o	NNP	38	appos	34
.	o	NNP	39	punct	38
,	o	,	40	punct	39
2004	o	CD	41	npadvmod	39
)	o	-RRB-	42	punct	38
,	o	,	43	punct	34
and/or	o	CC	44	cc	24
increased	o	VBN	45	conj	24
terrigenous	o	JJ	46	amod	47
runoff	o	NN	47	dobj	45
and	o	CC	48	cc	47
regional	o	JJ	49	amod	50
precipitation	o	NN	50	conj	47
,	o	,	51	punct	45
supporting	o	VBG	52	advcl	45
hypotheses	o	NNS	53	dobj	52
of	o	IN	54	prep	53
an	o	DT	55	det	58
enhanced	o	JJ	56	amod	58
hydrologic	o	JJ	57	amod	58
cycle	o	NN	58	pobj	54
triggering	o	VBG	59	acl	58
carbon	o	NN	60	compound	61
release	o	NN	61	dobj	59
(	o	-LRB-	62	punct	61
Bice	o	NNP	63	appos	61
and	o	CC	64	cc	63
Marotzke	o	NNP	65	conj	63
,	o	,	66	punct	63
2002	o	CD	67	npadvmod	63
)	o	-RRB-	68	punct	61
.	o	.	69	punct	2

A	o	DT	0	det	1
peak	o	NN	1	ROOT	1
in	o	IN	2	prep	1
Apectodinium	o	NNP	3	pobj	2
before	o	IN	4	mark	8
the	o	DT	5	det	6
CIE	o	NNP	6	nsubjpass	8
is	o	VBZ	7	auxpass	8
interpreted	o	VBN	8	advcl	1
as	o	IN	9	prep	8
an	o	DT	10	det	12
ephemeral	o	JJ	11	amod	12
increase	o	NN	12	pobj	9
in	o	IN	13	prep	12
terrestrial	o	JJ	14	amod	15
runoff	o	NN	15	pobj	13
causing	o	VBG	16	acl	15
local	o	JJ	17	amod	18
eutrophication	o	NN	18	dobj	16
.	o	.	19	punct	1

Further	o	RB	0	advmod	1
enhanced	o	VBN	1	ROOT	1
halocline	o	NN	2	compound	3
stratification	o	NN	3	dobj	1
and	o	CC	4	cc	3
terrigenous	o	JJ	5	amod	6
input	o	NN	6	conj	3
at	o	IN	7	prep	1
and	o	CC	8	cc	7
immediately	o	RB	9	conj	7
after	o	IN	10	prep	1
the	o	DT	11	det	13
CIE	o	NNP	12	compound	13
onset	o	NN	13	pobj	10
,	o	,	14	punct	1
coupled	o	VBN	15	advcl	1
with	o	IN	16	prep	15
evidence	o	NN	17	pobj	16
for	o	IN	18	prep	17
sea	o	NN	19	compound	20
level	o	NN	20	compound	21
rise	o	NN	21	pobj	18
in	o	IN	22	prep	21
coastal	o	JJ	23	amod	24
areas	o	NNS	24	pobj	22
,	o	,	25	punct	1
indicate	o	VBP	26	conj	1
possible	o	JJ	27	amod	30
increased	o	VBN	28	amod	30
regional	o	JJ	29	amod	30
precipitation	o	NN	30	dobj	26
over	o	IN	31	prep	30
NW	o	NNP	32	compound	33
Europe	o	NNP	33	pobj	31
.	o	.	34	punct	1

At	o	IN	0	prep	11
this	o	DT	1	det	2
location	o	NN	2	pobj	0
(	o	-LRB-	3	punct	4
paleolatitude	o	NN	4	parataxis	11
54	o	CD	5	nummod	6
oN	o	IN	6	advmod	4
)	o	-RRB-	7	punct	11
increased	o	VBN	8	amod	9
precipitation	o	NN	9	nsubj	11
would	o	MD	10	aux	11
